stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\CSI2P-Final-Project-Template\Final2024\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.40919] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.40920] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.40921] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.40922] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.40923] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.40924] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.40924] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.40925] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.40926] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.40927] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.40927] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.40929] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.40930] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.40947] added dtor for bitmap 000000000f808f70, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41281] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41282] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41283] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41284] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41285] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41285] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41286] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41287] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41288] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.41289] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.41289] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.41290] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.41291] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.41308] added dtor for bitmap 000000000f8097e0, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41656] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41658] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41659] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41660] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41661] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41661] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41662] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41663] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.41664] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.41664] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.41665] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.41666] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.41667] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.41688] added dtor for bitmap 000000000f80a200, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42042] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42044] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42044] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42045] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42046] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42047] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42048] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42048] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42049] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.42050] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.42051] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.42052] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.42053] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.42069] added dtor for bitmap 000000000f80ac20, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42412] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42413] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42414] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42415] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42415] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42416] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42417] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42418] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42419] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.42419] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.42420] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.42421] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.42422] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.42435] added dtor for bitmap 000000000f80c210, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42772] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42773] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42774] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42775] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42776] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42776] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42777] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42778] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.42779] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.42779] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.42780] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.42781] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.42782] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.42795] added dtor for bitmap 000000000f809630, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43142] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43144] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43144] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43145] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43146] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43147] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43147] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43148] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43149] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.43150] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.43151] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.43152] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.43153] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.43166] added dtor for bitmap 000000000f8088b0, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43515] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43517] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43518] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43519] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43519] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43520] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43521] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43522] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43523] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.43523] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.43524] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.43525] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.43526] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.43539] added dtor for bitmap 000000000f80c3c0, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43881] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43883] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43884] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43885] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43885] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43886] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43887] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43888] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.43888] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.43889] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.43890] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.43891] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.43892] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.43904] added dtor for bitmap 000000000f809b40, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44238] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44240] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44241] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44242] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44242] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44243] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44244] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44245] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44246] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.44247] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.44247] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.44248] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.44249] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.44261] added dtor for bitmap 000000000f80c570, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44617] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44619] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44620] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44620] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44621] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44622] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44623] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44623] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44624] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.44625] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.44626] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.44627] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.44627] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.44642] added dtor for bitmap 000000000f808a60, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44978] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44980] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44980] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44981] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44982] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44983] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44983] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44984] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.44985] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.44986] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.44987] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.44988] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.44988] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.45010] added dtor for bitmap 000000000f809120, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45363] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45367] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45368] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45369] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45370] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45371] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45372] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45372] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45373] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.45374] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.45375] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.45376] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.45377] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.45397] added dtor for bitmap 000000000f80aa70, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45735] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45737] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45738] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45738] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45739] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45740] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45741] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45741] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.45742] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.45743] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.45744] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.45745] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.45746] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.45762] added dtor for bitmap 000000000f80a050, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46156] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46159] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46160] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46161] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46163] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46164] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46165] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46166] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46168] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.46169] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.46170] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.46172] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.46173] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.46191] added dtor for bitmap 000000000f80a3b0, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46777] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46780] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46782] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46783] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46785] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46786] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46787] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46789] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.46790] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.46791] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.46792] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.46794] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.46795] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.46820] added dtor for bitmap 000000000f809990, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47157] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47159] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47160] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47160] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47161] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47162] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47163] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47164] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47164] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.47165] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.47166] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.47167] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.47168] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.47190] added dtor for bitmap 000000000f80add0, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47569] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47572] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47573] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47574] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47575] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47576] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47576] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47577] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.47578] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.47579] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.47580] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.47581] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.47582] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.47610] added dtor for bitmap 000000000f809cf0, func 00007ffbc6b11bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.47999] opening ./assets/gif/Character2/Stop.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.48260] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.48263] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.48264] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.48264] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.48265] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.48266] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.48267] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.48268] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.48268] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.48269] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.48270] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.48271] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.48272] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.48308] added dtor for bitmap 000000000f809480, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49014] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49018] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49019] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49020] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49021] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49021] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49022] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49023] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49024] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.49025] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.49025] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.49026] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.49027] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.49056] added dtor for bitmap 000000000f80a560, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49703] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49707] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49708] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49709] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49709] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49710] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49711] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49712] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.49713] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.49713] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.49714] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.49715] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.49716] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.49745] added dtor for bitmap 000000000f809ea0, func 00007ffbc6b11bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.50381] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.50385] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.50386] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.50387] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.50388] Fake format
